order_id,date,time,order_type,branch_code,order_items,order_price,customer_lat,customer_lon,customerHasloyalty?,distance_to_customer_KM,delivery_fee
ORDZ07340,2018-03-20,10:32:06,Breakfast,NS,"[('Eggs', 7), ('Cereal', 8), ('Pancake', 3), ('Coffee', 8)]",454.75,-37.8099171,144.9582162,0,7.971,13.4405726
ORDJ08065,2018-03-08,10:11:49,Breakfast,TP,"[('Pancake', 8), ('Eggs', 6), ('Coffee', 8)]",386.0,-37.8149978,144.9720111,0,8.327,11.4549866
ORDI07955,2018-06-20,13:34:38,Lunch,NS,"[('Fries', 4), ('Burger', 5), ('Chicken', 6)]",395.0,-37.8222521,144.9447881,0,10.179,15.6047522
ORDI01221,2018-02-03,09:00:50,Breakfast,NS,"[('Cereal', 3), ('Eggs', 10), ('Coffee', 2)]",298.0,-37.8097648,144.9782577,0,7.686,14.8585203
ORDA01670,2018-09-30,16:57:27,Dinner,BK,"[('Shrimp', 9), ('Salmon', 1)]",527.0,-37.8162225,144.9383605,0,9.879,19.5649406
ORDK04566,2018-05-04,12:03:22,Lunch,BK,"[('Fries', 9), ('Steak', 6)]",378.0,-37.8136467,144.9480337,0,9.653,15.1460294
ORDY09301,2018-06-29,13:54:55,Lunch,TP,"[('Chicken', 1), ('Salad', 2)]",66.4,-37.827413,144.9852205,0,9.553,12.6956578
ORDX02579,2018-02-01,09:00:50,Breakfast,BK,"[('Cereal', 3), ('Pancake', 5)]",184.25,-37.8205809,144.9791177,0,7.173,12.0379074
ORDK06913,2018-09-06,16:16:54,Dinner,BK,"[('Salmon', 10), ('Shrimp', 5)]",680.0,-37.8197781,144.9767491,0,7.244,13.4498574
ORDX10574,2018-12-17,19:39:43,Dinner,BK,"[('Shrimp', 4), ('Salmon', 10)]",626.0,-37.807676,144.9552709,0,8.298,15.1667407
ORDZ02675,2018-09-07,16:16:54,Dinner,NS,"[('Shrimp', 2), ('Salmon', 6), ('Pasta', 3)]",436.5,-37.81989,144.9769278,0,8.581,15.0648632
ORDA06845,2018-02-10,09:21:07,Breakfast,BK,"[('Eggs', 3), ('Cereal', 2), ('Coffee', 1), ('Pancake', 8)]",309.5,-37.8071015,144.9659105,0,7.175,14.9768534
ORDJ07627,2018-07-09,14:15:12,Lunch,TP,"[('Burger', 7), ('Fries', 1), ('Chicken', 10), ('Steak', 5), ('Salad', 6)]",877.2,-37.8245142,144.9827184,0,8.876,12.4163668
ORDI03223,2018-06-25,13:44:47,Lunch,NS,"[('Salad', 1), ('Chicken', 1), ('Burger', 2), ('Fries', 6), ('Steak', 10)]",633.2,-37.8243208,144.983089,0,9.393,15.0066809
ORDY08005,2018-07-23,14:45:38,Lunch,TP,"[('Fries', 9), ('Chicken', 2), ('Salad', 1), ('Steak', 9), ('Burger', 1)]",625.2,-37.8120034,144.9908827,0,10.081,13.4964522
ORDB10820,2018-08-11,15:16:03,Lunch,TP,"[('Fries', 7), ('Salad', 9)]",238.8,-37.805884,144.9366626,0,10.626,16.0008281
ORDY02503,2018-06-13,13:24:30,Lunch,TP,"[('Chicken', 3), ('Fries', 5), ('Steak', 2)]",246.0,-37.8261784,144.951993,0,8.459,11.809239
ORDB04806,2018-05-05,12:03:22,Lunch,TP,"[('Burger', 1), ('Steak', 2), ('Salad', 1), ('Fries', 9)]",246.2,-37.8162389,144.9637619,0,7.808,12.7259048
ORDJ06168,2018-03-19,10:32:06,Breakfast,TP,"[('Pancake', 4), ('Eggs', 8), ('Coffee', 8), ('Cereal', 8)]",501.0,-37.814716,144.9521635,0,8.885,11.2713421
ORDZ02621,2018-06-20,13:34:38,Lunch,NS,"[('Chicken', 4), ('Burger', 8), ('Steak', 10), ('Salad', 3)]",877.6,-37.8151077,144.9404206,0,9.702,15.3816198
ORDJ05975,2018-04-12,11:22:49,Breakfast,TP,"[('Cereal', 3), ('Eggs', 3), ('Coffee', 10)]",204.0,-37.8048086,144.9241859,0,11.678,13.8964595
ORDI02692,2018-07-16,14:25:21,Lunch,NS,"[('Salad', 1), ('Chicken', 6), ('Burger', 3)]",302.2,-37.8142605,144.9727854,0,7.84,13.5458685
ORDZ06873,2018-01-01,08:00:00,Breakfast,NS,"[('Coffee', 4), ('Cereal', 9), ('Eggs', 10)]",439.0,-37.8140839,144.9445116,1,9.292,7.1138943
ORDI09307,2018-08-13,15:26:11,Lunch,NS,"[('Burger', 7), ('Chicken', 6), ('Fries', 10), ('Steak', 3), ('Salad', 6)]",767.2,-37.8103133,144.9883833,0,8.56,13.7966199
ORDB05613,2018-09-03,16:06:45,Dinner,TP,"[('Salmon', 10), ('Pasta', 6)]",575.0,-37.8149156,144.9354055,0,10.728,14.1764923
ORDC07458,2018-10-14,17:27:53,Dinner,NS,"[('Shrimp', 9), ('Salmon', 4)]",650.0,-37.8217058,144.9552104,0,9.499,17.4630356
ORDY07848,2018-11-11,18:28:43,Dinner,TP,"[('Salmon', 9), ('Shrimp', 1), ('Pasta', 9), ('Fish&Chips', 1)]",705.5,-37.8144007,144.9392639,0,10.26,15.6064159
ORDZ05412,2018-12-22,19:49:51,Dinner,NS,"[('Salmon', 5), ('Pasta', 3)]",287.5,-37.8119336,144.9672113,0,7.558,15.3467377
ORDC10828,2018-11-22,18:49:00,Dinner,NS,"[('Salmon', 10), ('Shrimp', 6)]",734.0,-37.8114397,144.9732334,0,7.458,13.7685637
ORDA00940,2018-08-17,15:36:20,Lunch,BK,"[('Salad', 1), ('Burger', 3), ('Fries', 6)]",182.2,-37.812709,144.9568874,0,8.134,14.3445605
ORDX05760,2018-01-08,08:10:08,Breakfast,BK,"[('Eggs', 9), ('Cereal', 5)]",303.0,-37.8142644,144.9379114,1,10.162,7.8497109
ORDJ10363,2018-05-03,12:03:22,Lunch,TP,"[('Salad', 6), ('Steak', 3), ('Fries', 6), ('Burger', 2)]",372.2,-37.8039021,145.0039682,0,11.921,14.3483861
ORDK00794,2018-11-07,18:18:35,Dinner,BK,"[('Pasta', 8), ('Shrimp', 1), ('Fish&Chips', 2), ('Salmon', 5)]",549.0,-37.8102441,144.9614737,0,7.606,14.6215987
ORDK03855,2018-06-26,13:44:47,Lunch,BK,"[('Steak', 4), ('Chicken', 6)]",372.0,-37.8194929,144.9631072,0,8.161,13.9565677
ORDZ08062,2018-04-19,11:32:57,Breakfast,NS,"[('Eggs', 3), ('Coffee', 3), ('Cereal', 5)]",193.5,-37.8047422,144.989711,0,8.159,6.43463385
ORDB07305,2018-07-25,14:45:38,Lunch,TP,"[('Steak', 5), ('Chicken', 5), ('Salad', 2), ('Burger', 4), ('Fries', 5)]",603.4,-37.8116724,144.9564097,0,8.658,12.2948506
ORDB04228,2018-02-23,09:41:24,Breakfast,TP,"[('Eggs', 7), ('Coffee', 9), ('Pancake', 10), ('Cereal', 6)]",590.0,-37.7990648,144.9454199,0,10.693,13.6401822
ORDB09656,2018-01-29,08:50:42,Breakfast,TP,"[('Cereal', 10), ('Eggs', 4), ('Coffee', 8)]",358.0,-37.8007831,144.9670003,0,9.788,12.1707725
ORDB02873,2018-03-30,10:52:23,Breakfast,TP,"[('Coffee', 10), ('Pancake', 7), ('Cereal', 4), ('Eggs', 5)]",438.75,-37.8123258,144.9622684,0,8.251,11.3854805
ORDZ01331,2018-04-04,11:02:32,Breakfast,NS,"[('Cereal', 10), ('Coffee', 3), ('Pancake', 10)]",475.0,-37.8142701,144.9493838,0,10.156,15.6306841
ORDJ00801,2018-05-18,12:33:48,Lunch,TP,"[('Burger', 7), ('Salad', 7), ('Fries', 3), ('Steak', 6)]",643.4,-37.8012917,144.9566742,0,9.611,13.0304185
ORDX04961,2018-08-25,15:46:28,Lunch,BK,"[('Chicken', 9), ('Steak', 8), ('Fries', 4), ('Salad', 8)]",833.6,-37.8204834,144.9811666,0,7.061,16.0167767
ORDC01297,2018-03-18,10:32:06,Breakfast,NS,"[('Pancake', 6), ('Cereal', 1)]",166.5,-37.8117416,144.9636136,0,7.714,14.6358845
ORDI04773,2018-10-18,17:38:01,Dinner,NS,"[('Fish&Chips', 6), ('Pasta', 4)]",320.0,-37.8011765,144.9518883,0,7.861,13.7687601
ORDC02119,2018-08-01,14:55:46,Lunch,NS,"[('Salad', 7), ('Fries', 6), ('Chicken', 3), ('Burger', 7), ('Steak', 1)]",550.4,-37.8076259,144.9479451,0,8.744,14.1559524
ORDK04273,2018-12-31,20:00:00,Dinner,BK,"[('Salmon', 6), ('Shrimp', 4), ('Pasta', 1), ('Fish&Chips', 5)]",664.5,-37.8079403,145.0087965,0,3.74,10.2681225
ORDI01914,2018-03-07,10:11:49,Breakfast,NS,"[('Cereal', 2), ('Coffee', 7)]",94.5,-37.8078997,144.9733817,0,7.094,12.3017394
ORDY04408,2018-12-29,20:00:00,Dinner,TP,"[('Shrimp', 3), ('Fish&Chips', 5), ('Pasta', 6), ('Salmon', 7)]",789.0,-37.8159589,144.9380844,0,10.335,16.0718893
ORDY00864,2018-03-18,10:32:06,Breakfast,TP,"[('Cereal', 4), ('Eggs', 3)]",150.0,-37.8092351,144.9722247,0,9.122,13.4605327
ORDX05503,2018-06-10,13:14:21,Lunch,BK,"[('Fries', 9), ('Chicken', 6)]",300.0,-37.8209705,144.9849661,0,6.416,14.7174006
ORDI09865,2018-05-27,12:43:56,Lunch,NS,"[('Steak', 8), ('Burger', 7), ('Fries', 8), ('Salad', 8)]",810.6,-37.8053228,144.9508074,0,8.359,15.9836253
ORDI01160,2018-11-18,18:38:52,Dinner,NS,"[('Shrimp', 4), ('Salmon', 8), ('Fish&Chips', 5), ('Pasta', 1)]",746.5,-37.8107177,145.0023388,0,9.639,17.3226429
ORDZ03484,2018-09-20,16:37:10,Dinner,NS,"[('Pasta', 6), ('Salmon', 4), ('Fish&Chips', 3)]",434.0,-37.8250592,144.9285688,0,9.614,15.7629489
ORDI04873,2018-11-16,18:28:43,Dinner,NS,"[('Fish&Chips', 4), ('Salmon', 6), ('Pasta', 7)]",578.5,-37.8141328,145.0047099,0,10.204,16.266237
ORDI05631,2018-10-24,17:48:10,Dinner,NS,"[('Shrimp', 6), ('Pasta', 2)]",379.0,-37.8200177,144.9670299,0,8.737,14.7279313
ORDY05796,2018-09-14,16:27:02,Dinner,TP,"[('Shrimp', 5), ('Pasta', 3), ('Fish&Chips', 1)]",387.5,-37.8006201,144.9559921,0,9.698,14.3236016
ORDZ01327,2018-09-24,16:47:19,Dinner,NS,"[('Shrimp', 4), ('Pasta', 9), ('Salmon', 8), ('Fish&Chips', 5)]",966.5,-37.8020696,144.9843449,0,7.412,13.0184018
ORDB02646,2018-09-10,16:16:54,Dinner,TP,"[('Pasta', 3), ('Salmon', 5), ('Shrimp', 4), ('Fish&Chips', 1)]",538.5,-37.816894,144.9491465,0,9.081,13.2900587
ORDZ01804,2018-09-28,16:57:27,Dinner,NS,"[('Fish&Chips', 1), ('Pasta', 5), ('Shrimp', 10), ('Salmon', 8)]",1040.5,-37.8084895,144.945285,0,9.017,14.8560564
ORDJ01499,2018-07-12,14:25:21,Lunch,TP,"[('Steak', 10), ('Chicken', 1), ('Burger', 5), ('Salad', 5)]",723.0,-37.7998537,144.9762149,0,10.244,13.4018634
ORDC08584,2018-10-26,17:48:10,Dinner,NS,"[('Fish&Chips', 10), ('Pasta', 7)]",542.5,-37.8188135,144.9641165,0,8.69,14.8021122
ORDK02910,2018-02-18,09:31:16,Breakfast,BK,"[('Coffee', 7), ('Pancake', 7)]",222.25,-37.8076352,144.944382,0,9.279,16.633757
ORDZ10846,2018-07-23,14:45:38,Lunch,NS,"[('Burger', 1), ('Chicken', 4), ('Fries', 9), ('Steak', 6), ('Salad', 8)]",674.6,-37.8240632,145.0121007,0,11.656,16.9560564
ORDB02886,2018-10-28,17:58:18,Dinner,TP,"[('Salmon', 6), ('Fish&Chips', 3)]",351.0,-37.8076036,144.9888635,0,10.251,16.0605431
ORDJ05350,2018-01-03,08:00:00,Breakfast,TP,"[('Coffee', 3), ('Eggs', 4), ('Cereal', 10), ('Pancake', 10)]",563.0,-37.8034603,145.0198773,1,14.095,8.1370193
ORDX03171,2018-11-16,18:28:43,Dinner,BK,"[('Fish&Chips', 1), ('Shrimp', 9), ('Pasta', 1)]",548.5,-37.8118875,144.977897,0,6.398,13.7998587
ORDB09401,2018-12-03,19:09:17,Dinner,TP,"[('Salmon', 6), ('Pasta', 7), ('Fish&Chips', 7), ('Shrimp', 6)]",1007.5,-37.8004966,144.9998066,0,11.92,15.3774756
ORDI05967,2018-09-13,16:27:02,Dinner,NS,"[('Pasta', 9), ('Shrimp', 2), ('Fish&Chips', 2), ('Salmon', 4)]",589.5,-37.8151511,144.9448556,0,9.202,14.8493799
ORDB05562,2018-11-01,18:08:27,Dinner,TP,"[('Salmon', 9), ('Fish&Chips', 8), ('Pasta', 10)]",924.0,-37.8045351,144.9633718,0,9.241,13.3013703
ORDZ05318,2018-04-29,11:53:14,Breakfast,NS,"[('Eggs', 3), ('Cereal', 7), ('Pancake', 10)]",455.5,-37.8030196,144.9771519,0,6.895,13.5374082
ORDB03064,2018-06-12,13:14:21,Lunch,TP,"[('Chicken', 10), ('Fries', 3), ('Steak', 9), ('Burger', 1)]",792.0,-37.8152963,144.9412116,0,10.059,12.6238251
ORDA08985,2018-06-17,13:24:30,Lunch,BK,"[('Salad', 4), ('Fries', 9), ('Steak', 4), ('Chicken', 1), ('Burger', 5)]",543.8,-37.8136798,144.9447556,0,9.21,17.83243
ORDZ01362,2018-11-13,18:28:43,Dinner,NS,"[('Pasta', 7), ('Fish&Chips', 5), ('Salmon', 10), ('Shrimp', 3)]",939.5,-37.8052621,144.9787713,0,7.366,13.5788277
ORDK10288,2018-01-25,08:40:33,Breakfast,BK,"[('Coffee', 10), ('Cereal', 10)]",285.0,-37.8122458,144.9621679,0,7.663,12.4621059
ORDX10576,2018-04-13,11:22:49,Breakfast,BK,"[('Cereal', 1), ('Eggs', 1), ('Coffee', 1), ('Pancake', 5)]",171.75,-37.8021485,144.9442805,0,9.277,14.3701709
ORDY09762,2018-10-09,17:17:44,Dinner,TP,"[('Salmon', 6), ('Fish&Chips', 3), ('Shrimp', 2), ('Pasta', 3)]",541.5,-37.8118785,144.9522368,0,9.082,13.8197297
ORDI08048,2018-01-29,08:50:42,Breakfast,NS,"[('Pancake', 10), ('Coffee', 1), ('Cereal', 2), ('Eggs', 3)]",358.0,-37.8147394,144.9688945,0,7.866,12.6609681
ORDY07317,2018-04-07,11:02:32,Breakfast,TP,"[('Eggs', 8), ('Coffee', 5), ('Pancake', 7)]",383.25,-37.8143283,144.9742895,0,8.509,12.8454429
ORDA06439,2018-02-23,09:41:24,Breakfast,BK,"[('Coffee', 2), ('Cereal', 10), ('Eggs', 7)]",379.0,-37.8227277,144.9675125,0,8.061,12.9674207
ORDJ00716,2018-01-26,08:50:42,Breakfast,TP,"[('Eggs', 9), ('Cereal', 8)]",366.0,-37.8168934,144.9594778,0,8.057,10.9502321
ORDJ06743,2018-07-28,14:55:46,Lunch,TP,"[('Steak', 3), ('Fries', 4)]",183.0,-37.8076691,144.9481743,0,9.716,14.5278244
ORDY01097,2018-04-15,11:22:49,Breakfast,TP,"[('Eggs', 1), ('Pancake', 5)]",143.25,-37.8113498,144.9760252,0,8.978,13.0717532
ORDI05717,2018-10-29,17:58:18,Dinner,NS,"[('Salmon', 4), ('Pasta', 5), ('Shrimp', 3), ('Fish&Chips', 2)]",533.5,-37.8209454,144.9919043,0,9.63,15.631837
ORDK09538,2018-08-23,15:46:28,Lunch,BK,"[('Burger', 3), ('Salad', 9), ('Steak', 6)]",517.8,-37.823147,144.9882545,0,6.326,12.6814076
ORDZ08254,2018-09-17,16:37:10,Dinner,NS,"[('Salmon', 8), ('Fish&Chips', 7)]",573.0,-37.8135002,144.965631,0,7.845,20.35507935
ORDZ03313,2018-11-16,18:28:43,Dinner,NS,"[('Pasta', 7), ('Fish&Chips', 2), ('Shrimp', 3)]",424.5,-37.833683,144.9929974,0,10.845,16.929313
ORDJ07842,2018-10-31,17:58:18,Dinner,TP,"[('Pasta', 7), ('Salmon', 1), ('Shrimp', 8), ('Fish&Chips', 8)]",945.5,-37.8134241,144.9444378,0,9.672,13.9938948
ORDI09353,2018-02-25,09:41:24,Breakfast,NS,"[('Pancake', 2), ('Eggs', 1), ('Cereal', 6)]",196.5,-37.8158954,144.9571814,0,8.608,15.4564021
ORDB03507,2018-07-08,14:15:12,Lunch,TP,"[('Chicken', 1), ('Steak', 6), ('Fries', 5)]",362.0,-37.8253428,144.9570314,0,8.088,12.4975906
ORDK01464,2018-01-31,09:00:50,Breakfast,BK,"[('Coffee', 10), ('Pancake', 10)]",317.5,-37.8235454,144.9561646,0,8.758,13.3797427
ORDB03610,2018-04-30,11:53:14,Breakfast,TP,"[('Eggs', 4), ('Coffee', 5)]",125.5,-37.8149016,144.9448282,0,9.589,11.8263007
ORDA03377,2018-04-06,11:02:32,Breakfast,BK,"[('Eggs', 3), ('Cereal', 10)]",276.0,-37.8184408,144.9641801,0,7.725,12.5265059
ORDC01963,2018-06-14,13:24:30,Lunch,NS,"[('Steak', 6), ('Burger', 8), ('Salad', 10)]",690.0,-37.8132681,144.96547,0,7.82,13.6432015
ORDZ01131,2018-09-03,16:06:45,Dinner,NS,"[('Salmon', 5), ('Pasta', 4), ('Shrimp', 9)]",801.0,-37.8099614,144.9360533,0,10.005,15.8205985
ORDI06562,2018-06-27,13:44:47,Lunch,NS,"[('Fries', 10), ('Steak', 8), ('Chicken', 4), ('Burger', 7)]",825.0,-37.804485,145.0039791,0,9.755,14.9538334
ORDA10010,2018-11-14,18:28:43,Dinner,BK,"[('Shrimp', 6), ('Salmon', 4), ('Pasta', 7), ('Fish&Chips', 9)]",995.5,-37.8141002,144.9443534,0,9.288,16.144161
ORDZ01274,2018-09-01,16:06:45,Dinner,NS,"[('Salmon', 6), ('Shrimp', 8)]",678.0,-37.8155614,144.9581634,0,8.511,16.3488249
ORDY01898,2018-06-23,13:44:47,Lunch,TP,"[('Fries', 3), ('Chicken', 6)]",228.0,-37.8036392,144.9922661,0,10.949,15.5393007
ORDI07315,2018-07-04,14:05:04,Lunch,NS,"[('Burger', 7), ('Salad', 6), ('Fries', 1)]",332.2,-37.8034919,144.9665299,0,6.72,12.0361145
ORDK00236,2018-06-29,13:54:55,Lunch,BK,"[('Burger', 4), ('Fries', 10), ('Steak', 9), ('Chicken', 1)]",681.0,-37.8200766,145.002121,0,4.798,10.602312
ORDJ05807,2018-07-24,14:45:38,Lunch,TP,"[('Steak', 4), ('Chicken', 10), ('Fries', 6)]",572.0,-37.799876,144.984555,0,10.73,14.1260863
ORDC04635,2018-01-21,08:40:33,Breakfast,NS,"[('Eggs', 9), ('Pancake', 10)]",440.5,-37.8038983,144.9674978,0,6.661,13.32175
ORDI09033,2018-05-13,12:23:39,Lunch,NS,"[('Steak', 2), ('Salad', 5), ('Chicken', 9), ('Burger', 3)]",557.0,-37.8099209,144.93584,0,10.032,18.0927587
ORDA05060,2018-02-01,09:00:50,Breakfast,BK,"[('Eggs', 10), ('Coffee', 3), ('Cereal', 7), ('Pancake', 5)]",510.75,-37.8058767,144.9295578,0,11.07,16.3602263
ORDC02244,2018-06-13,13:24:30,Lunch,NS,"[('Burger', 7), ('Chicken', 1), ('Fries', 9), ('Steak', 5)]",582.0,-37.8271233,144.9851161,0,9.641,14.7316009
ORDZ06013,2018-10-03,17:07:36,Dinner,NS,"[('Shrimp', 5), ('Fish&Chips', 6), ('Pasta', 6), ('Salmon', 10)]",1055.0,-37.8022564,144.9633256,0,6.942,12.8044503
ORDC06031,2018-01-14,08:20:16,Breakfast,NS,"[('Coffee', 3), ('Cereal', 8)]",190.5,-37.8234593,144.959651,1,9.402,8.4869042
ORDX09269,2018-05-20,12:33:48,Lunch,BK,"[('Salad', 9), ('Steak', 1), ('Burger', 4)]",323.8,-37.8098082,144.9930308,0,4.755,12.4461855
ORDA05367,2018-10-10,17:17:44,Dinner,BK,"[('Fish&Chips', 4), ('Shrimp', 4), ('Pasta', 8)]",576.0,-37.8128436,144.9520799,0,8.6,15.5155902
ORDK09568,2018-11-27,18:59:09,Dinner,BK,"[('Pasta', 10), ('Salmon', 6), ('Shrimp', 6)]",845.0,-37.8186997,145.0052457,0,4.386,10.331808
ORDY03577,2018-09-28,16:57:27,Dinner,TP,"[('Salmon', 3), ('Pasta', 9), ('Shrimp', 5)]",640.5,-37.8084895,144.945285,0,9.868,13.6911421
ORDZ06672,2018-08-06,15:05:54,Lunch,NS,"[('Chicken', 3), ('Salad', 8), ('Burger', 6), ('Steak', 3)]",554.6,-37.8028334,144.9479479,0,8.398,13.8526192
ORDK06578,2018-05-01,11:53:14,Breakfast,BK,"[('Pancake', 2), ('Eggs', 1), ('Coffee', 7), ('Cereal', 10)]",333.0,-37.8044437,144.9706346,0,7.16,11.7747874
ORDB03386,2018-05-11,12:13:31,Lunch,TP,"[('Salad', 8), ('Chicken', 5)]",297.6,-37.818875,144.9567832,0,8.127,11.8744577
ORDC02104,2018-02-17,09:31:16,Breakfast,NS,"[('Cereal', 7), ('Eggs', 1), ('Coffee', 3)]",191.5,-37.8093191,144.9625898,0,7.548,14.6642975
ORDK00524,2018-07-08,14:15:12,Lunch,BK,"[('Fries', 6), ('Salad', 1)]",89.2,-37.8084457,144.9767849,0,6.213,14.4578313
ORDY01607,2018-10-15,17:27:53,Dinner,TP,"[('Fish&Chips', 5), ('Salmon', 5)]",380.0,-37.8117158,144.9920942,0,10.306,14.32959
ORDZ03047,2018-03-17,10:21:58,Breakfast,NS,"[('Coffee', 4), ('Cereal', 9)]",219.0,-37.8075276,144.97136,0,6.959,14.1822118
ORDC05342,2018-07-10,14:15:12,Lunch,NS,"[('Burger', 7), ('Salad', 2), ('Chicken', 5), ('Steak', 6), ('Fries', 9)]",789.4,-37.8246994,144.9848133,0,9.479,15.2243701
ORDC03589,2018-01-19,08:30:25,Breakfast,NS,"[('Coffee', 7), ('Eggs', 2), ('Pancake', 5)]",217.75,-37.7996973,144.973788,0,6.517,11.4860735
ORDK08940,2018-12-02,19:09:17,Dinner,BK,"[('Fish&Chips', 9), ('Salmon', 10)]",725.0,-37.8137335,144.9721162,0,7.008,16.1134174
ORDX09232,2018-06-04,13:04:13,Lunch,BK,"[('Burger', 6), ('Steak', 9), ('Fries', 3)]",627.0,-37.8211678,144.972609,0,7.736,13.5824171
ORDX04018,2018-02-28,09:51:32,Breakfast,BK,"[('Cereal', 3), ('Coffee', 9)]",130.5,-37.8250001,144.9980597,0,5.616,10.3577507
ORDY09380,2018-12-29,20:00:00,Dinner,TP,"[('Fish&Chips', 4), ('Pasta', 10), ('Shrimp', 1), ('Salmon', 9)]",838.0,-37.7965549,145.0094421,0,13.044,18.2932763
ORDA02135,2018-09-20,16:37:10,Dinner,BK,"[('Pasta', 10), ('Fish&Chips', 5), ('Salmon', 5), ('Shrimp', 1)]",709.0,-37.8134183,144.9544415,0,8.368,15.4282355
ORDB07048,2018-07-11,14:15:12,Lunch,TP,"[('Salad', 5), ('Burger', 6), ('Fries', 10)]",392.0,-37.8094889,144.9679925,0,8.887,12.4429814
ORDC09889,2018-09-06,16:16:54,Dinner,NS,"[('Pasta', 2), ('Shrimp', 9), ('Fish&Chips', 2)]",611.0,-37.8246141,144.9627154,0,9.423,15.3730665
ORDA01997,2018-06-06,13:04:13,Lunch,BK,"[('Burger', 7), ('Chicken', 1)]",249.0,-37.7996462,144.9872757,0,6.285,11.7632732
ORDY03104,2018-07-30,14:55:46,Lunch,TP,"[('Salad', 5), ('Steak', 3), ('Burger', 8), ('Chicken', 4)]",597.0,-37.8172867,144.9459811,0,9.366,12.4757052
ORDJ02763,2018-05-28,12:54:05,Lunch,TP,"[('Fries', 8), ('Salad', 7), ('Burger', 2), ('Steak', 10)]",728.4,-37.8020328,144.9446325,0,10.379,13.4470741
ORDX00063,2018-05-24,12:43:56,Lunch,BK,"[('Chicken', 9), ('Salad', 6), ('Fries', 3)]",427.2,-37.8231627,144.9790985,0,7.088,18.9252261
ORDJ05115,2018-04-30,11:53:14,Breakfast,TP,"[('Coffee', 4), ('Eggs', 10), ('Pancake', 5)]",371.25,-37.806604,144.9518701,0,9.491,11.6734253
ORDC10780,2018-07-21,14:35:29,Lunch,NS,"[('Steak', 7), ('Salad', 2), ('Chicken', 6), ('Burger', 3)]",634.4,-37.8084564,144.9382217,0,10.169,17.800191
ORDB07765,2018-04-30,11:53:14,Breakfast,TP,"[('Coffee', 5), ('Eggs', 2), ('Pancake', 2), ('Cereal', 5)]",235.0,-37.8207765,144.9206276,0,11.291,14.2857805
ORDJ03863,2018-03-26,10:42:15,Breakfast,TP,"[('Coffee', 2), ('Pancake', 3)]",87.75,-37.8040885,144.9737319,0,9.68,12.2873537
ORDY05785,2018-04-23,11:43:05,Breakfast,TP,"[('Coffee', 1), ('Pancake', 5), ('Cereal', 6), ('Eggs', 5)]",364.75,-37.8189659,144.9532,0,8.528,11.8720698
ORDB02918,2018-05-12,12:23:39,Lunch,TP,"[('Chicken', 1), ('Fries', 3), ('Steak', 8), ('Salad', 3)]",479.6,-37.8009434,144.9346562,0,13.777,17.9548017
ORDI03867,2018-01-31,09:00:50,Breakfast,NS,"[('Coffee', 8), ('Pancake', 7), ('Eggs', 9)]",427.75,-37.820153,144.9642966,0,8.968,20.9715591
ORDC02055,2018-10-02,17:07:36,Dinner,NS,"[('Salmon', 6), ('Fish&Chips', 2), ('Pasta', 4), ('Shrimp', 8)]",858.0,-37.8139718,144.9847561,0,8.567,14.957236
ORDA07730,2018-05-08,12:13:31,Lunch,BK,"[('Chicken', 2), ('Steak', 7), ('Burger', 8), ('Fries', 7)]",711.0,-37.8042104,144.9717005,0,7.066,13.1320785
ORDX02843,2018-05-04,12:03:22,Lunch,BK,"[('Chicken', 3), ('Burger', 3), ('Salad', 8), ('Fries', 9)]",434.6,-37.7999204,144.934833,0,12.252,18.4159359
ORDJ09896,2018-05-21,12:33:48,Lunch,TP,"[('Salad', 4), ('Fries', 7)]",152.8,-37.798968,144.9629597,0,9.897,13.2301103
ORDI07090,2018-02-09,09:10:59,Breakfast,NS,"[('Pancake', 7), ('Eggs', 2)]",213.75,-37.8148129,144.9688716,0,7.879,12.6344218
ORDJ08951,2018-09-25,16:47:19,Dinner,TP,"[('Pasta', 7), ('Shrimp', 5), ('Fish&Chips', 4), ('Salmon', 8)]",930.5,-37.8330514,144.9908231,0,9.871,7.2007831
ORDK06860,2018-12-12,19:29:34,Dinner,BK,"[('Salmon', 1), ('Shrimp', 10), ('Fish&Chips', 8), ('Pasta', 2)]",916.0,-37.8211811,144.955306,0,8.578,15.6622101
ORDJ05448,2018-08-30,15:56:37,Lunch,TP,"[('Fries', 7), ('Chicken', 8), ('Salad', 3), ('Steak', 9)]",796.6,-37.8095619,144.9391788,0,10.71,13.5942295
ORDZ04961,2018-05-02,11:53:14,Breakfast,NS,"[('Coffee', 5), ('Eggs', 4)]",125.5,-37.8080208,144.9530574,0,8.402,13.1409249
ORDZ07370,2018-10-18,17:38:01,Dinner,NS,"[('Fish&Chips', 7), ('Salmon', 1), ('Pasta', 2)]",341.0,-37.8026088,144.9512944,0,8.057,14.0429666
ORDI02660,2018-06-01,12:54:05,Lunch,NS,"[('Fries', 9), ('Burger', 1), ('Steak', 1), ('Salad', 5)]",270.0,-37.7954214,144.9311334,0,11.202,16.5847112
ORDB04202,2018-12-24,19:49:51,Dinner,TP,"[('Salmon', 8), ('Fish&Chips', 1), ('Shrimp', 5)]",633.0,-37.818853,145.0026032,0,10.821,15.425168
ORDJ03907,2018-08-12,15:26:11,Lunch,TP,"[('Fries', 5), ('Chicken', 3), ('Burger', 1), ('Steak', 3), ('Salad', 7)]",442.4,-37.7997629,144.9635183,0,9.832,14.2256154
